transaction_id,Product1,Product2,Product3
1022,dairy,egg,juice
1023,fruits,egg,bread
1024,butter,dairy,egg
1025,egg,butter,bread
1026,butter,dairy,fruits
1027,bread,dairy,juice
1028,salad,salsa,juice
1029,dairy,butter,egg
1030,salsa,fruits,butter
1031,salad,butter,egg
1032,fruits,salad,egg
1033,dairy,butter,salad
1034,butter,juice,salsa
1035,egg,butter,fruits
1036,egg,fruits,dairy
1037,salsa,salad,juice
1038,salad,salsa,juice
1039,egg,bread,dairy
1040,salsa,salad,dairy
1041,butter,egg,juice
1042,egg,fruits,bread
1043,dairy,fruits,salsa
1044,salsa,salad,juice
1045,dairy,egg,salsa
1046,butter,fruits,egg
1047,dairy,bread,butter
1048,egg,butter,salad
1049,dairy,egg,salad
1050,fruits,dairy,butter
1051,bread,dairy,juice
1052,dairy,salad,juice
1053,egg,fruits,dairy
1054,bread,juice,salad
1055,salad,salsa,butter
1056,bread,dairy,salad
1057,butter,bread,juice
1058,fruits,bread,dairy
1059,dairy,juice,salsa
1060,bread,dairy,juice
1061,dairy,juice,salsa
1062,dairy,juice,fruits
1063,butter,bread,salad
1064,salad,dairy,egg
1065,juice,dairy,salsa
1066,egg,salad,butter
1067,butter,fruits,salad
1068,salsa,juice,egg
1069,dairy,salad,butter
1070,fruits,butter,bread
1071,salad,egg,fruits
1072,dairy,juice,butter
1073,egg,fruits,salsa
1074,dairy,salsa,egg
1075,bread,salsa,fruits
1076,butter,bread,salsa
1077,salsa,salad,butter
1078,bread,salad,dairy
1079,fruits,salad,dairy
1080,fruits,salad,bread
1081,juice,butter,egg
1082,fruits,bread,butter
1083,dairy,butter,egg
1084,butter,fruits,egg
1085,salad,fruits,salsa
1086,fruits,salsa,salad
1087,butter,bread,dairy
1088,salsa,egg,juice
1089,egg,juice,fruits
1090,salad,dairy,egg
1091,salad,egg,juice
1092,salad,juice,egg
1093,salad,salsa,egg
1094,salad,egg,fruits
1095,juice,bread,egg
1096,juice,salsa,dairy
1097,egg,salad,bread
1098,bread,butter,egg
1099,juice,salsa,fruits
1100,salad,fruits,dairy
1101,egg,fruits,bread
1102,salsa,dairy,salad
1103,bread,egg,salsa
1104,fruits,salsa,juice
1105,salad,bread,fruits
1106,salad,egg,salsa
1107,dairy,egg,salsa
1108,juice,fruits,bread
1109,salad,fruits,juice
1110,salsa,salad,juice
1111,bread,butter,fruits
1112,egg,juice,bread
1113,egg,salad,butter
1114,fruits,egg,salad
1115,dairy,fruits,juice
1116,bread,fruits,salsa
1117,butter,bread,juice
1118,bread,salad,dairy
1119,bread,dairy,fruits
1120,bread,butter,salad
1121,salsa,salad,dairy
1122,juice,salad,salsa
1123,egg,juice,fruits
1124,juice,dairy,egg
1125,butter,bread,egg
1126,butter,dairy,bread
1127,dairy,salad,bread
1128,bread,dairy,salsa
1129,juice,egg,butter
1130,salsa,fruits,salad
1131,juice,butter,fruits
1132,bread,salad,egg
1133,bread,egg,juice
1134,juice,dairy,fruits
1135,bread,butter,salsa
1136,juice,fruits,dairy
1137,fruits,bread,salsa
1138,dairy,egg,salad
1139,salsa,dairy,fruits
1140,butter,egg,salad
1141,dairy,butter,bread
1142,salsa,juice,egg
1143,juice,fruits,egg
1144,salsa,egg,juice
1145,salad,fruits,juice
1146,bread,fruits,salad
1147,butter,fruits,juice
1148,butter,salad,fruits
1149,salsa,egg,bread
1150,dairy,fruits,juice
1151,egg,butter,fruits
1152,juice,egg,salad
1153,juice,salad,dairy
1154,dairy,juice,salad
1155,salsa,bread,butter
1156,salsa,juice,salad
1157,egg,bread,juice
1158,salad,dairy,butter
1159,dairy,bread,salad
1160,butter,salad,salsa
1161,salad,egg,butter
1162,salad,bread,juice
1163,butter,fruits,juice
1164,salad,bread,egg
1165,butter,fruits,juice
1166,bread,salsa,butter
1167,salad,fruits,bread
1168,dairy,juice,salsa
1169,bread,dairy,fruits
1170,dairy,butter,egg
1171,butter,salad,fruits
1172,juice,salsa,fruits
1173,bread,butter,dairy
1174,butter,bread,dairy
1175,fruits,dairy,juice
1176,salad,fruits,dairy
1177,salad,bread,egg
1178,egg,salad,juice
1179,juice,salad,dairy
1180,salad,juice,salsa
1181,egg,salad,bread
1182,butter,dairy,salad
1183,egg,salad,juice
1184,dairy,butter,egg
1185,juice,butter,bread
1186,fruits,butter,dairy
1187,fruits,juice,egg
1188,butter,fruits,dairy
1189,dairy,salad,bread
1190,bread,fruits,salsa
1191,salsa,bread,butter
1192,salad,dairy,bread
1193,salad,butter,fruits
1194,dairy,bread,salsa
1195,bread,dairy,butter
1196,juice,dairy,butter
1197,fruits,bread,butter
1198,juice,salsa,salad
1199,juice,salad,egg
1200,salsa,butter,egg
1201,butter,salsa,salad
1202,egg,butter,salad
1203,dairy,salad,fruits
1204,juice,fruits,egg
1205,dairy,juice,fruits
1206,fruits,butter,salad
1207,salad,juice,fruits
1208,bread,butter,juice
1209,juice,salad,butter
1210,juice,bread,dairy
1211,salad,bread,egg
1212,egg,butter,salsa
1213,butter,egg,fruits
1214,salsa,salad,fruits
1215,dairy,juice,fruits
1216,salsa,butter,dairy
1217,fruits,egg,salad
1218,salsa,salad,butter
1219,salad,egg,dairy
1220,bread,egg,fruits
1221,egg,salsa,bread
1222,bread,fruits,salsa
1223,salsa,dairy,butter
1224,salsa,butter,dairy
1225,fruits,juice,egg
1226,fruits,bread,juice
1227,salsa,juice,butter
1228,egg,juice,dairy
1229,fruits,dairy,juice
1230,bread,salsa,egg
1231,bread,dairy,egg
1232,egg,juice,dairy
1233,salad,juice,fruits
1234,salsa,egg,juice
1235,salsa,bread,butter
1236,butter,dairy,salad
1237,fruits,egg,juice
1238,egg,butter,juice
1239,juice,fruits,salsa
1240,bread,salad,butter
1241,bread,salad,dairy
1242,fruits,salsa,dairy
1243,salad,salsa,butter
1244,dairy,egg,bread
1245,egg,fruits,juice
1246,fruits,dairy,butter
1247,juice,fruits,bread
1248,juice,salad,egg
1249,egg,salad,bread
1250,bread,butter,juice
1251,fruits,dairy,egg
1252,fruits,egg,salad
1253,juice,egg,bread
1254,egg,bread,juice
1255,salsa,dairy,butter
1256,egg,fruits,salsa
1257,egg,fruits,butter
1258,dairy,butter,fruits
1259,salsa,butter,dairy
1260,butter,fruits,dairy
1261,egg,salsa,dairy
1262,salsa,fruits,dairy
1263,fruits,bread,butter
1264,fruits,egg,dairy
1265,bread,egg,juice
1266,salad,butter,salsa
1267,juice,dairy,butter
1268,butter,juice,fruits
1269,dairy,bread,butter
1270,bread,fruits,juice
1271,bread,egg,salsa
1272,dairy,salad,salsa
1273,butter,fruits,salsa
1274,salad,dairy,juice
1275,egg,salsa,bread
1276,salad,egg,salsa
1277,egg,juice,bread
1278,fruits,salad,bread
1279,egg,salsa,butter
1280,dairy,fruits,butter
1281,dairy,juice,fruits
1282,fruits,salad,butter
1283,egg,juice,bread
1284,fruits,egg,dairy
1285,butter,fruits,salsa
1286,salad,egg,bread
1287,bread,egg,dairy
1288,fruits,butter,salsa
1289,salad,dairy,salsa
1290,salsa,egg,dairy
1291,juice,dairy,salsa
1292,butter,dairy,salsa
1293,juice,salad,egg
1294,butter,juice,bread
1295,salad,bread,egg
1296,salad,juice,egg
1297,salsa,dairy,butter
1298,bread,butter,fruits
1299,salad,bread,dairy
1300,dairy,salsa,juice
1301,bread,egg,dairy
1302,salsa,butter,juice
1303,fruits,egg,salad
1304,bread,salsa,salad
1305,juice,salad,salsa
1306,butter,bread,egg
1307,salsa,fruits,juice
1308,salad,salsa,butter
1309,egg,salsa,juice
1310,egg,fruits,dairy
1311,butter,bread,salad
1312,salad,bread,juice
1313,fruits,butter,dairy
1314,butter,egg,dairy
1315,egg,juice,butter
1316,butter,salsa,bread
1317,salad,dairy,juice
1318,salad,dairy,egg
1319,salad,salsa,dairy
1320,dairy,salsa,butter
1321,salad,salsa,butter
1322,fruits,salsa,egg
1323,egg,salad,juice
1324,juice,salsa,butter
1325,dairy,juice,egg
1326,dairy,egg,salad
1327,dairy,butter,juice
1328,salad,bread,dairy
1329,butter,fruits,salsa
1330,fruits,butter,bread
1331,salsa,butter,egg
1332,juice,fruits,salad
1333,salad,salsa,dairy
1334,juice,dairy,bread
1335,fruits,dairy,egg
1336,fruits,salad,butter
1337,juice,butter,egg
1338,juice,salsa,bread
1339,fruits,salsa,juice
1340,butter,juice,dairy
1341,egg,salad,bread
1342,juice,butter,egg
1343,dairy,juice,salsa
1344,butter,bread,fruits
1345,butter,salsa,salad
1346,egg,salad,bread
1347,fruits,dairy,juice
1348,dairy,fruits,salad
1349,salsa,egg,butter
1350,egg,dairy,salad
1351,butter,fruits,juice
1352,egg,fruits,butter
1353,bread,butter,egg
1354,butter,salsa,juice
1355,egg,salad,bread
1356,salsa,salad,butter
1357,egg,salsa,fruits
1358,juice,butter,salsa
1359,salsa,fruits,egg
1360,egg,juice,fruits
1361,bread,fruits,salad
1362,fruits,dairy,salad
1363,salsa,butter,juice
1364,bread,salad,butter
1365,fruits,salsa,dairy
1366,egg,salsa,dairy
1367,salsa,egg,fruits
1368,salsa,fruits,juice
1369,salsa,salad,juice
1370,juice,egg,dairy
1371,juice,egg,fruits
1372,dairy,bread,juice
1373,juice,fruits,butter
1374,butter,fruits,salad
1375,juice,bread,fruits
1376,fruits,salsa,egg
1377,egg,bread,butter
1378,salsa,dairy,bread
1379,salsa,dairy,egg
1380,salad,fruits,butter
1381,fruits,bread,dairy
1382,fruits,juice,salsa
1383,juice,salsa,salad
1384,bread,salad,egg
1385,butter,fruits,juice
1386,butter,egg,salad
1387,butter,salsa,fruits
1388,dairy,butter,bread
1389,fruits,salad,butter
1390,butter,salsa,juice
1391,egg,bread,salad
1392,bread,butter,egg
1393,egg,dairy,butter
1394,salad,fruits,juice
1395,butter,juice,fruits
1396,dairy,salsa,egg
1397,butter,fruits,juice
1398,salsa,fruits,dairy
1399,butter,salad,egg
1400,butter,salsa,fruits
1401,salad,egg,fruits
1402,dairy,salsa,salad
1403,egg,salad,salsa
1404,salad,dairy,fruits
1405,fruits,juice,egg
1406,bread,butter,salsa
1407,bread,salsa,butter
1408,salsa,bread,dairy
1409,salad,salsa,bread
1410,bread,egg,salad
1411,fruits,salsa,butter
1412,juice,butter,bread
1413,bread,fruits,juice
1414,bread,juice,salad
1415,bread,juice,fruits
1416,bread,butter,salad
1417,dairy,juice,bread
1418,butter,dairy,bread
1419,salad,juice,bread
1420,egg,juice,fruits
1421,salad,dairy,bread
1422,dairy,salsa,juice
1423,salsa,salad,dairy
1424,salsa,dairy,bread
1425,salsa,bread,egg
1426,fruits,egg,juice
1427,egg,salsa,juice
1428,bread,dairy,salsa
1429,bread,salsa,egg
1430,butter,salad,bread
1431,bread,butter,juice
1432,butter,salsa,dairy
1433,salsa,egg,salad
1434,juice,egg,butter
1435,fruits,butter,salad
1436,egg,juice,butter
1437,salad,bread,egg
1438,egg,butter,salsa
1439,salsa,butter,salad
1440,bread,egg,fruits
1441,bread,salsa,fruits
1442,dairy,salad,egg
1443,salad,dairy,salsa
1444,juice,dairy,butter
1445,salad,salsa,bread
1446,bread,butter,salsa
1447,butter,dairy,bread
1448,butter,fruits,juice
1449,butter,dairy,juice
1450,salsa,egg,bread
1451,salsa,salad,egg
1452,salsa,fruits,bread
1453,juice,fruits,bread
1454,bread,fruits,dairy
1455,dairy,egg,butter
1456,butter,juice,fruits
1457,fruits,salad,egg
1458,dairy,juice,egg
1459,bread,egg,salad
1460,salsa,juice,bread
1461,juice,egg,dairy
1462,bread,salad,salsa
1463,dairy,fruits,juice
1464,salsa,egg,bread
1465,salad,fruits,bread
1466,juice,butter,salsa
1467,dairy,salad,fruits
1468,bread,salsa,juice
1469,fruits,dairy,bread
1470,salsa,fruits,bread
1471,butter,fruits,salad
1472,butter,egg,dairy
1473,butter,fruits,salsa
1474,bread,juice,butter
1475,fruits,egg,bread
1476,salad,dairy,butter
1477,salad,dairy,salsa
1478,bread,salad,butter
1479,salsa,bread,juice
1480,salsa,fruits,juice
1481,salad,fruits,juice
1482,bread,juice,salad
1483,egg,dairy,juice
1484,juice,bread,salsa
1485,dairy,egg,salad
1486,salsa,juice,egg
1487,bread,butter,salsa
1488,bread,juice,egg
1489,butter,dairy,fruits
1490,juice,bread,salsa
1491,juice,salad,dairy
1492,salad,salsa,fruits
1493,juice,bread,dairy
1494,juice,bread,butter
1495,fruits,bread,egg
1496,fruits,butter,egg
1497,butter,juice,fruits
1498,butter,dairy,bread
1499,salad,juice,fruits
1500,butter,juice,fruits
1501,salad,juice,salsa
1502,bread,fruits,egg
1503,salad,salsa,fruits
1504,bread,butter,egg
1505,dairy,juice,salad
1506,butter,salsa,salad
1507,fruits,salsa,salad
1508,salad,egg,salsa
1509,butter,fruits,salsa
1510,salsa,salad,egg
1511,fruits,dairy,juice
1512,juice,salsa,fruits
1513,juice,butter,salad
1514,fruits,salad,dairy
1515,salad,dairy,salsa
1516,dairy,egg,fruits
1517,bread,juice,salad
1518,juice,egg,fruits
1519,dairy,egg,salad
1520,dairy,butter,egg
1521,fruits,salad,egg
1522,salad,juice,egg
1523,fruits,bread,salad
1524,butter,salad,fruits
1525,butter,dairy,salad
1526,dairy,butter,fruits
1527,fruits,bread,dairy
1528,salad,fruits,salsa
1529,egg,juice,fruits
1530,bread,egg,dairy
1531,fruits,dairy,bread
1532,fruits,egg,butter
1533,salsa,juice,butter
1534,salsa,egg,bread
1535,salsa,bread,egg
1536,juice,bread,butter
1537,juice,salad,butter
1538,salsa,salad,egg
1539,salsa,salad,dairy
1540,egg,dairy,bread
1541,dairy,fruits,butter
1542,dairy,salad,bread
1543,butter,fruits,bread
1544,egg,fruits,bread
1545,dairy,fruits,egg
1546,egg,fruits,juice
1547,salad,fruits,juice
1548,dairy,bread,egg
1549,fruits,salsa,dairy
1550,egg,salsa,butter
1551,egg,salad,salsa
1552,egg,butter,bread
1553,butter,juice,salad
1554,egg,juice,bread
1555,bread,fruits,butter
1556,bread,salsa,dairy
1557,juice,salsa,butter
1558,butter,juice,bread
1559,butter,salsa,bread
1560,butter,salad,bread
1561,butter,dairy,egg
1562,bread,dairy,juice
1563,bread,juice,salsa
1564,fruits,butter,bread
1565,juice,salsa,salad
1566,butter,egg,juice
1567,juice,salsa,butter
1568,egg,dairy,bread
1569,salsa,juice,egg
1570,dairy,salsa,bread
1571,fruits,egg,juice
1572,egg,butter,salad
1573,juice,salsa,butter
1574,butter,dairy,juice
1575,bread,salsa,salad
1576,salsa,butter,egg
1577,egg,dairy,salsa
1578,egg,fruits,butter
1579,fruits,salad,bread
1580,salad,juice,salsa
1581,egg,fruits,salsa
1582,fruits,salad,bread
1583,butter,dairy,fruits
1584,salad,dairy,juice
1585,salad,dairy,fruits
1586,fruits,egg,butter
1587,fruits,salsa,salad
1588,bread,dairy,salsa
1589,salad,juice,dairy
1590,juice,fruits,egg
1591,salad,butter,dairy
1592,salsa,salad,juice
1593,butter,salad,bread
1594,bread,salsa,dairy
1595,bread,egg,salad
1596,dairy,juice,fruits
1597,dairy,fruits,salad
1598,juice,bread,salsa
1599,fruits,salsa,egg
1600,egg,dairy,butter
1601,salad,juice,butter
1602,salsa,dairy,egg
1603,bread,juice,fruits
1604,fruits,butter,egg
1605,dairy,juice,salsa
1606,egg,fruits,juice
1607,salsa,butter,salad
1608,dairy,salsa,fruits
1609,butter,egg,salad
1610,dairy,salad,butter
1611,salsa,juice,bread
1612,bread,salad,butter
1613,dairy,bread,juice
1614,salad,butter,egg
1615,butter,fruits,salsa
1616,dairy,butter,bread
1617,egg,salsa,bread
1618,fruits,juice,salsa
1619,egg,bread,butter
1620,juice,bread,fruits
1621,bread,fruits,juice
1622,juice,butter,dairy
1623,dairy,egg,salsa
1624,bread,fruits,dairy
1625,dairy,fruits,juice
1626,egg,fruits,salsa
1627,egg,fruits,salsa
1628,butter,bread,salad
1629,salsa,dairy,juice
1630,juice,dairy,salad
1631,bread,salad,butter
1632,fruits,salad,bread
1633,salsa,juice,salad
1634,salad,fruits,juice
1635,bread,butter,dairy
1636,egg,dairy,butter
1637,fruits,bread,juice
1638,egg,fruits,butter
1639,juice,fruits,dairy
1640,dairy,egg,salsa
1641,dairy,bread,juice
1642,butter,dairy,salsa
1643,butter,salad,dairy
1644,egg,juice,salad
1645,bread,egg,fruits
1646,salad,dairy,fruits
1647,fruits,egg,salad
1648,fruits,salad,bread
1649,egg,juice,fruits
1650,salsa,bread,juice
1651,dairy,bread,salsa
1652,butter,salsa,bread
1653,salsa,egg,juice
1654,salad,egg,bread
1655,butter,egg,juice
1656,bread,dairy,salad
1657,salsa,juice,egg
1658,dairy,bread,salsa
1659,egg,fruits,salsa
1660,dairy,juice,butter
1661,fruits,egg,juice
1662,salsa,juice,bread
1663,butter,salad,egg
1664,salsa,juice,dairy
1665,butter,dairy,juice
1666,juice,salsa,fruits
1667,fruits,salsa,dairy
1668,salad,dairy,juice
1669,juice,fruits,salsa
1670,juice,dairy,bread
1671,salsa,salad,dairy
1672,butter,bread,fruits
1673,fruits,salad,salsa
1674,salsa,juice,bread
1675,bread,fruits,butter
1676,dairy,bread,butter
1677,salsa,egg,butter
1678,egg,dairy,salad
1679,juice,egg,dairy
1680,fruits,salad,juice
1681,dairy,juice,butter
1682,butter,juice,salad
1683,fruits,butter,salad
1684,salad,bread,butter
1685,salad,juice,salsa
1686,butter,egg,dairy
1687,butter,egg,salsa
1688,egg,bread,fruits
1689,butter,dairy,salad
1690,butter,fruits,bread
1691,salad,juice,butter
1692,salad,fruits,egg
1693,salsa,egg,salad
1694,salsa,bread,dairy
1695,juice,bread,egg
1696,egg,salsa,butter
1697,salsa,dairy,fruits
1698,egg,bread,fruits
1699,bread,dairy,salsa
1700,juice,egg,salsa
1701,butter,bread,salsa
1702,bread,butter,salsa
1703,dairy,juice,egg
1704,butter,salsa,bread
1705,bread,salsa,egg
1706,egg,juice,butter
1707,salad,dairy,butter
1708,bread,juice,fruits
1709,butter,bread,salad
1710,salsa,bread,salad
1711,juice,dairy,salsa
1712,fruits,salsa,salad
1713,egg,salad,dairy
1714,butter,salsa,fruits
1715,egg,fruits,dairy
1716,butter,salsa,dairy
1717,salad,salsa,fruits
1718,dairy,bread,butter
1719,salad,egg,dairy
1720,salad,butter,salsa
1721,juice,salad,bread
1722,juice,egg,bread
1723,salad,butter,egg
1724,juice,dairy,salad
1725,juice,salad,salsa
1726,fruits,salsa,juice
1727,egg,salsa,dairy
1728,egg,fruits,salsa
1729,bread,egg,butter
1730,butter,egg,fruits
1731,salsa,butter,dairy
1732,juice,salsa,bread
1733,salsa,dairy,butter
1734,dairy,salsa,egg
1735,butter,salad,juice
1736,egg,salsa,fruits
1737,butter,egg,bread
1738,bread,egg,salsa
1739,fruits,bread,butter
1740,dairy,bread,juice
1741,fruits,dairy,egg
1742,salsa,salad,bread
1743,egg,salad,salsa
1744,fruits,bread,egg
1745,fruits,egg,salad
1746,salsa,dairy,salad
1747,butter,bread,fruits
1748,salad,salsa,fruits
1749,salad,egg,butter
1750,dairy,egg,fruits
1751,dairy,juice,salad
1752,egg,juice,bread
1753,fruits,egg,bread
1754,fruits,egg,dairy
1755,butter,fruits,juice
1756,egg,salsa,butter
1757,salsa,salad,fruits
1758,butter,dairy,bread
1759,egg,salad,butter
1760,fruits,salsa,butter
1761,salsa,egg,dairy
1762,fruits,dairy,butter
1763,salsa,salad,butter
1764,fruits,dairy,juice
1765,salad,fruits,juice
1766,fruits,salad,dairy
1767,salad,dairy,fruits
1768,juice,dairy,salad
1769,juice,butter,bread
1770,salsa,dairy,bread
1771,egg,salsa,salad
1772,salad,butter,bread
1773,egg,butter,salad
1774,salsa,egg,fruits
1775,salsa,egg,salad
1776,juice,salsa,fruits
1777,egg,butter,juice
1778,salsa,butter,bread
1779,bread,juice,salsa
1780,dairy,juice,fruits
1781,butter,bread,salad
1782,juice,egg,salsa
1783,salsa,bread,butter
1784,bread,salsa,egg
1785,salsa,fruits,egg
1786,salad,fruits,butter
1787,butter,salsa,dairy
1788,bread,egg,salsa
1789,egg,dairy,salsa
1790,bread,butter,juice
1791,butter,egg,salad
1792,bread,salad,juice
1793,dairy,butter,egg
1794,egg,butter,bread
1795,egg,juice,fruits
1796,dairy,egg,salad
1797,juice,dairy,egg
1798,dairy,fruits,juice
1799,butter,fruits,salsa
1800,dairy,salad,salsa
1801,salad,egg,juice
1802,egg,salsa,salad
1803,bread,salsa,fruits
1804,juice,salad,fruits
1805,egg,dairy,butter
1806,juice,bread,butter
1807,salsa,salad,butter
1808,bread,salad,salsa
1809,juice,dairy,salsa
1810,butter,juice,dairy
1811,egg,fruits,salsa
1812,dairy,salad,fruits
1813,dairy,egg,salsa
1814,salad,salsa,egg
1815,dairy,fruits,juice
1816,fruits,juice,bread
1817,salad,juice,salsa
1818,egg,salad,dairy
1819,juice,fruits,dairy
1820,salsa,egg,bread
1821,dairy,butter,juice
1822,juice,fruits,egg
1823,egg,juice,fruits
1824,dairy,egg,bread
1825,egg,fruits,butter
1826,salsa,egg,salad
1827,egg,butter,salsa
1828,butter,salsa,bread
1829,salad,salsa,juice
1830,salsa,juice,egg
1831,dairy,bread,butter
1832,bread,dairy,egg
1833,fruits,butter,salad
1834,bread,salsa,fruits
1835,egg,salsa,fruits
1836,dairy,egg,fruits
1837,fruits,dairy,egg
1838,juice,egg,fruits
1839,dairy,butter,egg
1840,bread,juice,salsa
1841,egg,juice,salad
1842,bread,salsa,juice
1843,egg,juice,bread
1844,butter,salad,dairy
1845,fruits,bread,juice
1846,juice,egg,salsa
1847,bread,butter,egg
1848,egg,bread,fruits
1849,salsa,juice,dairy
1850,juice,salsa,dairy
1851,fruits,dairy,salsa
1852,egg,juice,salad
1853,butter,bread,fruits
1854,salad,salsa,dairy
1855,butter,salad,juice
1856,salsa,salad,dairy
1857,butter,salad,fruits
1858,bread,juice,salad
1859,egg,dairy,juice
1860,salad,egg,bread
1861,fruits,butter,juice
1862,egg,salad,salsa
1863,egg,fruits,juice
1864,fruits,dairy,egg
1865,bread,fruits,butter
1866,dairy,fruits,salsa
1867,salad,butter,salsa
1868,egg,dairy,butter
1869,egg,juice,dairy
1870,egg,bread,fruits
1871,fruits,salsa,dairy
1872,fruits,salsa,bread
1873,salsa,fruits,butter
1874,fruits,salsa,egg
1875,egg,fruits,juice
1876,bread,juice,dairy
1877,egg,juice,butter
1878,butter,fruits,bread
1879,salad,bread,juice
1880,dairy,juice,butter
1881,salad,salsa,juice
1882,dairy,fruits,juice
1883,juice,fruits,bread
1884,egg,salsa,salad
1885,butter,bread,salsa
1886,egg,juice,fruits
1887,butter,salsa,salad
1888,salad,dairy,egg
1889,dairy,salad,bread
1890,butter,fruits,salad
1891,egg,dairy,bread
1892,fruits,juice,dairy
1893,butter,juice,bread
1894,butter,juice,bread
1895,salad,fruits,egg
1896,salad,egg,juice
1897,fruits,butter,salsa
1898,salsa,salad,fruits
1899,butter,juice,salsa
1900,dairy,bread,fruits
1901,egg,dairy,juice
1902,bread,salad,juice
1903,salsa,bread,juice
1904,fruits,butter,dairy
1905,dairy,egg,butter
1906,juice,bread,fruits
1907,juice,fruits,dairy
1908,fruits,salsa,juice
1909,dairy,butter,salad
1910,dairy,salad,fruits
1911,butter,salad,salsa
1912,dairy,salsa,butter
1913,salsa,bread,egg
1914,egg,dairy,fruits
1915,egg,butter,salad
1916,egg,butter,salsa
1917,salsa,bread,juice
1918,salsa,salad,juice
1919,fruits,butter,egg
1920,bread,butter,egg
1921,bread,butter,egg
1922,salsa,salad,dairy
1923,juice,egg,salsa
1924,salad,dairy,salsa
1925,egg,juice,butter
1926,fruits,salad,juice
1927,fruits,egg,juice
1928,butter,fruits,salad
1929,salsa,butter,egg
1930,butter,egg,fruits
1931,salsa,egg,butter
1932,egg,dairy,fruits
1933,juice,bread,butter
1934,bread,butter,egg
1935,juice,dairy,salad
1936,juice,dairy,salad
1937,salsa,bread,butter
1938,fruits,butter,salsa
1939,juice,salsa,butter
1940,salad,dairy,egg
1941,dairy,butter,egg
1942,salad,salsa,dairy
1943,egg,fruits,butter
1944,butter,juice,egg
1945,juice,egg,salad
1946,egg,salad,juice
1947,fruits,juice,egg
1948,bread,fruits,dairy
1949,butter,bread,juice
1950,salad,fruits,butter
1951,fruits,juice,salad
1952,juice,salad,dairy
1953,salsa,salad,bread
1954,salsa,dairy,salad
1955,bread,salsa,salad
1956,dairy,salad,salsa
1957,salad,butter,bread
1958,salsa,fruits,salad
1959,dairy,bread,juice
1960,dairy,salsa,bread
1961,bread,salad,juice
1962,salad,butter,egg
1963,salsa,egg,fruits
1964,fruits,salsa,bread
1965,salsa,fruits,salad
1966,butter,egg,juice
1967,egg,bread,juice
1968,salsa,butter,egg
1969,salad,fruits,dairy
1970,salsa,fruits,juice
1971,juice,egg,salsa
1972,bread,butter,salsa
1973,bread,juice,dairy
1974,dairy,juice,salsa
1975,fruits,bread,salad
1976,salsa,fruits,juice
1977,fruits,salsa,egg
1978,egg,salsa,dairy
1979,salsa,egg,bread
1980,juice,bread,salsa
1981,egg,juice,butter
1982,salad,butter,bread
1983,bread,salsa,butter
1984,fruits,egg,salsa
1985,dairy,juice,salad
1986,bread,dairy,salad
1987,bread,fruits,salad
1988,butter,bread,salad
1989,salad,egg,dairy
1990,egg,fruits,butter
1991,egg,dairy,juice
1992,bread,egg,butter
1993,juice,fruits,salsa
1994,salad,juice,salsa
1995,salad,juice,egg
1996,egg,juice,salsa
1997,egg,juice,butter
1998,bread,fruits,salad
1999,salsa,bread,butter
2000,bread,butter,juice
